state_abbr,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",Unemployment_Rate
ND,2015,643,8418,22,313,105,2315,6879,4981,975,50,132,340,3,0,0,3209,3241,5,265,19,582,49,54,50,2946,319,6,2,515,449,129,5.694674556
ND,2016,757,11067,172,335,124,2647,6342,5658,698,60,132,366,0,0,0,3014,3167,8,277,14,827,23,55,76,3251,349,4,7,534,382,99,5.070914884
ND,2017,769,12010,18,352,107,2502,6404,5656,685,53,161,414,1,1,0,3143,3124,2,297,6,674,38,67,68,3078,309,1,7,497,319,119,4.572749554
ND,2018,736,11188,11,278,106,2048,5575,5719,489,34,149,377,1,2,0,2688,2796,6,267,12,632,11,69,63,3238,284,0,8,468,353,87,4.03636535
ND,2019,736,10627,21,326,69,2252,4914,5365,328,50,171,501,2,0,0,2666,2553,8,287,18,519,19,71,64,3163,316,0,1,518,311,105,3.879720412
ND,2020,953,10063,22,389,170,1847,4629,4804,418,39,180,565,0,0,0,2349,2700,7,348,28,425,14,58,69,3376,352,1,8,514,295,86,7.013824647
ND,2021,665,9176,36,343,79,1481,4119,4209,0,31,114,563,1,0,0,1937,2098,6,235,11,360,6,53,54,3146,348,0,0,533,253,90,5.039524973
ND,2022,702,9437,39,371,104,1368,4451,3854,0,34,117,538,0,0,0,2410,2227,8,298,19,332,3,46,82,3289,273,0,0,507,262,100,3.749194229
OH,2014,4104,56005,206,4992,502,16913,36190,37310,2656,53,1159,2604,35,0,0,34422,8692,5,781,222,1982,1558,507,2214,33443,3461,52,27,4012,3341,703,2.630769231
OH,2015,3902,56769,219,4411,622,16259,35613,34858,1785,26,1085,2382,64,0,0,33251,7132,5,814,181,1918,1279,457,2084,32338,3299,36,84,3691,3399,673,2.771597633
OH,2016,4792,62403,276,4103,549,15545,26571,38708,2168,21,1086,2369,41,0,0,31274,6330,19,718,223,1737,1339,505,2011,31289,3758,31,102,3801,3898,606,4.630678198
OH,2017,6331,64689,299,4648,568,13468,16127,41394,4782,22,1057,2390,23,1,0,32102,5610,9,992,272,1765,1167,491,2268,36807,3374,6,159,4235,4448,521,2.644210637
OH,2018,6778,64775,285,3979,408,10859,14995,42702,6129,19,888,2319,26,0,1,29359,5181,13,988,280,1437,815,548,1994,37176,3013,4,53,4062,4440,500,2.426477741
OH,2019,7272,60651,273,3937,365,10739,14393,35624,6106,23,640,2177,21,3,0,28167,5350,20,947,273,1090,417,489,1961,37854,2736,21,17,4110,4661,594,2.186652134
OH,2020,6587,46241,258,3449,353,9171,11737,20466,2809,17,382,1466,5,8,0,19847,3793,14,892,330,791,280,435,1600,33976,2170,14,11,3614,5034,520,4.775896318
OH,2021,5181,41519,152,2646,214,8290,11874,20543,0,4,190,1125,6,1,1,15367,3813,10,1016,289,473,378,352,1217,31409,1782,0,5,3431,5918,330,3.198145871
OH,2022,5301,43113,160,2812,193,7868,12030,18736,0,17,223,1168,2,1,0,17358,3584,5,1278,262,510,249,365,1205,33876,2225,0,1,3478,4879,328,2.169088144
OK,2014,3677,30093,163,2367,1002,2126,12894,17726,16347,487,556,1625,40,0,0,16329,1614,10,597,131,745,140,241,732,8847,2545,0,696,1177,2033,476,5.884615385
OK,2015,3841,27131,146,2180,1044,2330,11653,19061,14655,514,607,1727,12,0,0,15980,1553,21,600,184,677,8,235,725,8859,2547,111,201,1382,2276,446,5.021893491
OK,2016,3740,22929,215,2130,1069,2004,12440,22573,13712,391,691,1664,35,0,0,13286,1440,20,653,185,629,6,217,662,8392,2816,9,34,1245,2252,418,4.812335002
OK,2017,3777,23742,148,2316,860,2116,11007,20996,12982,410,622,1509,51,10,2,11298,1414,11,730,161,560,358,183,726,8278,2908,2,59,1284,2250,461,4.97468576
OK,2018,3995,24388,175,2455,652,2224,8923,18745,11044,364,557,1369,28,32,0,11486,1219,10,889,145,641,262,226,656,8020,3040,5,14,1253,2492,382,4.536514289
OK,2019,3696,23914,183,2475,577,2136,9085,16283,9522,409,517,1185,10,40,4,11662,828,11,1368,164,537,141,164,584,8619,2647,0,258,1415,2759,376,4.210501099
OK,2020,4092,19693,185,2321,375,1965,8577,12086,7010,309,396,1052,4,27,0,9401,587,17,1536,174,424,159,150,604,8170,2157,1,52,1682,2987,322,7.977730854
OK,2021,3480,23256,149,2205,246,1772,8952,12215,0,135,253,685,6,8,0,7429,670,20,1452,147,299,187,130,376,8557,1605,0,92,1591,2764,134,5.352133143
OK,2022,3575,23146,160,2142,281,2343,8574,12188,0,193,297,736,0,6,0,7784,775,15,1288,150,302,167,140,393,8950,1262,0,106,1585,2799,162,4.127087165
OR,2014,2723,19722,196,2054,879,8860,13081,19310,0,28,537,2052,0,0,0,19138,9403,15,1341,62,398,316,215,878,10765,454,0,2,3764,1975,874,4.384615385
OR,2015,2360,19547,170,1585,516,6157,10754,13110,27,30,412,1471,2,0,0,13486,5944,4,1076,52,376,134,139,505,8052,449,0,1,3010,1464,559,4.298816568
OR,2016,2972,49994,228,1833,535,7099,14974,14827,6,45,616,1902,1,0,0,17309,5143,10,1573,77,365,282,164,848,10802,603,0,5,4232,1843,558,5.349021393
OR,2017,2937,46007,228,1571,505,6938,14430,16444,18,52,696,2036,0,6,2,14866,4021,10,2039,72,416,310,210,753,10762,629,0,23,4155,2214,473,4.079282938
OR,2018,3585,50184,301,1992,362,7143,14660,15710,31,73,723,2205,1,1,0,16014,3299,22,2118,60,385,250,286,915,11819,675,0,3,4065,2447,420,3.352252534
OR,2019,4048,49940,315,2065,291,7493,13377,15050,28,99,758,2338,1,2,0,16869,2932,27,2212,57,381,139,305,907,11989,626,0,2,4073,2402,512,3.150173272
OR,2020,4103,35143,437,2342,221,6521,11069,9683,3,58,519,1407,1,0,0,12594,1847,23,2133,73,291,45,217,946,10747,643,0,16,4119,2260,377,6.073090252
OR,2021,4304,33941,473,1924,80,4876,12218,4393,0,46,354,1207,1,2,0,9439,929,30,2234,83,209,211,228,913,10201,846,0,12,4175,2256,369,4.174853096
OR,2022,4069,35308,388,2088,59,4817,12183,3254,0,46,440,1224,0,1,0,11304,1096,15,2311,99,210,105,187,910,10100,986,0,52,3661,2076,315,3.113450238
PA,2014,14336,61926,483,8167,15417,41691,47779,58791,23610,455,2297,7651,92,0,0,51764,14374,41,2401,408,1846,2355,1105,5647,43594,2542,0,489,7856,4811,2321,6.684615385
PA,2015,13258,55653,472,7265,12156,39577,46981,56991,22167,443,2486,8446,64,0,0,48230,11484,41,2372,501,1920,1835,1110,5238,43817,2500,0,391,7613,4547,2508,5.56035503
PA,2016,13101,47961,436,6623,7353,36978,46626,57834,21361,497,2418,8517,108,0,0,44407,9768,57,2464,410,1875,1916,1049,5008,41692,2534,0,273,7339,4991,2299,5.312835685
PA,2017,13918,47365,362,6191,6744,36072,45578,64200,21311,479,2438,7874,53,0,0,41980,9490,73,2443,461,2049,1784,1177,4921,42753,2464,0,309,7283,5103,2270,4.116333462
PA,2018,14263,43354,346,5261,4867,31671,44167,63413,20000,448,2271,8342,34,0,0,36652,6747,84,2542,516,1901,1296,1177,3946,41351,2285,0,244,6351,5108,2419,4.047410266
PA,2019,13185,42479,312,4529,4055,27239,40933,57369,17189,438,2109,5649,58,1,3,33030,5535,53,2259,474,1790,1000,1033,3804,38712,1914,0,206,5781,5017,2177,3.74980079
PA,2020,10305,29075,340,4073,1239,20007,21276,36919,9647,248,1105,3096,144,7,14,20502,2814,59,2049,519,1268,343,672,2741,24107,1435,0,191,4322,5118,1450,7.319215445
PA,2021,4039,12359,161,1339,46,4571,23096,19651,230,62,585,784,53,5,3,7304,540,26,1005,198,377,65,285,922,18581,587,0,1148,1964,3088,293,5.37070888
PA,2022,8122,26511,238,2985,251,14751,30134,28091,5052,203,1113,3054,103,1,3,19774,1791,52,2071,488,980,359,601,2134,29396,1477,0,1178,3853,5580,1219,4.228516068
RI,2014,585,11462,49,644,17,2784,2723,1905,5,120,104,509,19,0,0,2549,704,0,118,14,116,85,61,123,4057,313,0,3,937,352,94,5.984615385
RI,2015,612,9668,29,489,13,2418,2590,1747,12,91,101,436,5,0,0,2115,588,0,116,18,76,98,94,155,3922,310,0,0,988,394,87,5.437278107
RI,2016,649,9614,36,596,12,2239,2724,1745,10,87,111,587,18,0,0,2124,480,0,127,18,68,80,85,143,4004,341,0,0,1037,465,91,4.994538006
RI,2017,709,8547,31,585,12,2204,2498,1967,9,110,97,491,9,8,0,1939,452,1,157,11,84,79,91,157,4129,326,0,1,1039,429,75,5.003770876
RI,2018,675,8522,12,497,18,2276,2423,2031,11,75,124,554,4,2,0,1997,337,2,158,4,74,63,77,192,4171,352,0,0,918,348,82,4.461828529
RI,2019,682,8357,45,485,14,2251,2482,1843,28,108,160,592,5,6,1,1843,278,1,141,10,77,43,105,109,4052,277,0,4,933,362,87,4.335525271
RI,2020,797,6211,33,386,18,1626,2051,1423,23,46,93,226,2,0,0,1177,432,0,154,15,56,8,72,95,3306,266,0,0,837,332,56,8.564271175
RI,2021,691,7426,29,350,12,1545,2798,1637,0,49,115,254,1,0,0,1008,402,0,163,13,91,4,79,86,3363,265,0,0,878,476,60,6.22802086
RI,2022,561,7491,34,417,3,1993,2660,1293,0,61,117,293,5,0,0,1196,314,1,182,17,57,2,86,92,3632,216,0,1,812,493,69,4.494463143
SC,2014,5612,33621,135,4071,39,13713,17181,30787,9798,406,1491,4348,114,0,0,25055,8054,5,851,253,1477,649,360,1321,20242,2100,0,703,3114,2027,417,7.869230769
SC,2015,5220,29895,119,3577,24,10425,17034,28996,8285,407,1327,3778,131,0,0,23047,6667,9,842,284,1361,599,360,1124,18848,1990,0,522,3100,2046,342,6.166863905
SC,2016,5287,30586,126,3498,31,8938,16146,31766,7186,359,1187,3644,51,0,0,20931,5185,12,992,299,1286,591,441,1226,17344,2097,0,428,2928,2421,326,3.020983159
SC,2017,5518,32097,122,3692,32,9299,16236,35858,6556,420,1362,3944,44,6,4,21635,4705,9,1145,328,1294,383,509,1296,16771,2308,0,505,3021,2583,318,4.57021813
SC,2018,5536,29195,152,3485,35,9237,15815,37963,6117,361,1230,3630,82,7,1,20311,4482,9,1212,327,1311,291,568,1284,17254,2578,0,597,2795,2869,314,4.074632164
SC,2019,5576,27692,130,3302,11,8814,9777,33733,5606,441,1243,3561,47,4,1,20352,4266,13,1210,350,1238,284,494,1149,16949,2472,0,584,2983,3185,309,3.59035632
SC,2020,5838,28757,135,3023,30,7775,11515,29452,3162,233,895,2606,29,4,0,18043,3594,10,1214,440,841,184,448,1029,15490,2651,0,495,3029,3481,254,8.776181255
SC,2021,5671,32202,141,2602,17,7304,11630,29129,0,202,797,2281,51,2,0,13738,3851,21,1186,492,924,69,438,870,15870,2415,0,378,3072,3922,287,5.75970625
SC,2022,5642,34867,147,2539,5,6829,10927,28181,0,232,735,2102,48,4,2,13522,3392,18,1022,411,914,66,397,670,16421,1953,0,639,2971,4373,273,3.412285096
SD,2014,775,8034,27,318,149,2302,6128,4965,111,34,75,636,0,0,0,3186,3288,3,135,10,371,52,51,63,3856,92,0,419,471,159,61,6.276923077
SD,2015,1304,12025,31,336,169,3940,7862,6681,9062,34,71,742,1,0,0,3201,7928,7,248,17,1210,50,67,71,4536,121,177,447,573,242,75,5.928994083
SD,2016,1306,20555,18,399,140,3678,8893,7454,3884,41,107,713,1,0,0,3025,4375,1,315,25,1541,26,56,61,4709,190,55,474,525,312,70,4.826854802
SD,2017,1573,16372,15,448,184,3642,8296,7950,6941,33,102,747,1,0,0,2501,5109,1,326,20,2384,33,83,78,4915,220,69,568,632,337,91,4.261118308
SD,2018,1275,15547,25,315,82,2782,6622,8446,3710,31,130,819,1,0,0,2347,2671,6,241,12,881,16,68,76,4843,174,50,623,586,283,64,3.443162947
SD,2019,1193,15373,18,298,64,2694,6051,8276,1910,24,166,789,1,0,0,2085,3740,11,302,15,793,21,76,62,5109,193,1,632,571,325,53,2.834089457
SD,2020,1924,11576,28,303,74,2465,6200,7511,6857,17,127,578,1,2,0,1656,2404,16,395,23,1107,5,41,67,5234,268,2,561,504,286,50,5.741083804
SD,2021,1204,20550,23,230,55,3608,6763,6095,0,12,148,556,3,0,0,922,1599,15,287,11,849,8,47,52,4479,168,0,600,430,370,48,4.118544908
SD,2022,1218,17676,31,299,59,3444,5965,5357,0,25,116,494,0,0,1,1116,1469,6,351,28,883,5,50,93,4870,199,0,502,504,365,60,3.324503454
TN,2014,14622,144253,241,6081,1555,8710,27174,41969,17729,767,1718,6735,207,0,0,36630,6981,10,2166,312,3573,1399,370,2093,31627,749,0,7,4715,3018,635,3.346153846
TN,2015,14487,139821,140,5529,1709,7371,23927,39778,16445,822,1917,6228,159,0,0,35712,5679,14,2318,335,3873,1294,358,1989,30920,820,0,12,5011,2564,694,3.072781065
TN,2016,13289,145510,192,5547,1256,7358,23631,46089,14720,758,2018,6104,178,0,0,31435,4435,19,2801,286,4133,1174,305,1934,32266,1087,0,25,4731,2861,613,4.641647701
TN,2017,12435,154638,192,5462,1237,6828,20144,49149,15279,687,1879,5647,149,23,1,30380,3918,27,3549,375,4332,959,478,1882,32951,1509,0,5,4756,3143,640,3.047767935
TN,2018,12307,151438,150,4810,885,6182,20212,50859,14305,752,1849,5501,76,3,0,31570,3470,27,3977,419,4474,540,477,1852,32498,1657,0,9,4376,3027,597,2.811366764
TN,2019,12207,143053,162,4846,723,5909,19588,47202,13392,811,2074,5149,57,20,5,29053,3066,34,4124,386,3906,498,488,1755,32622,1566,0,13,4447,2962,588,2.785489751
TN,2020,11841,103162,156,4419,476,4241,18347,40249,9105,466,1443,3856,31,11,0,23648,1968,39,3998,423,2287,295,359,1417,28047,1837,0,9,4191,2948,464,4.114268442
TN,2021,11746,115695,189,3959,449,4729,19605,44179,0,420,1439,3561,33,64,0,18203,2096,35,3777,410,2250,362,399,1196,28477,1982,0,5,4319,3614,524,2.754943726
TN,2022,10479,114659,151,3509,335,3948,17659,37009,0,498,1550,3119,21,30,0,17260,1966,24,3306,344,2142,425,328,915,25983,1717,0,9,3711,3049,408,2.119611056
TX,2014,21342,250896,530,14886,3000,12305,70583,139685,76072,525,5030,8183,597,0,0,109800,13008,118,4694,748,5210,5121,2008,6317,95860,1085,0,1080,9223,9671,3611,6.638461538
TX,2015,22062,255703,464,13118,3074,11333,72648,133424,78686,661,4905,6932,678,0,0,99377,11195,80,5605,766,5194,4988,2130,6981,96536,959,6,1006,8622,10980,3272,5.649112426
TX,2016,22229,254854,416,12516,2520,10745,69323,143275,73308,926,4795,6687,495,1,0,78857,11160,92,5922,906,4411,4518,2347,7212,95863,1073,0,2200,8274,12578,3051,3.36304051
TX,2017,22528,235550,493,11348,2367,9476,69923,146747,67268,806,4724,6482,368,43,15,66895,9496,108,5547,880,4452,4744,2463,6797,97307,958,26,909,7702,13905,2950,3.832834985
TX,2018,26920,223031,434,9649,1689,8049,73972,148575,58849,457,4627,6910,348,35,55,63674,9165,80,5447,786,4425,4029,2189,5954,96909,945,4,532,7656,13860,2592,3.525602691
TX,2019,27629,196222,466,9202,1316,7486,72242,128448,52657,360,4233,7488,318,54,29,59632,8235,63,5818,768,4025,3015,2222,6029,80441,859,27,549,7567,12202,1692,3.355815592
TX,2020,24851,132473,470,8388,1093,5969,61161,89186,31767,242,2835,5579,162,58,37,43471,5287,83,6201,1059,3414,1514,1890,5526,79964,948,3,678,6696,13971,1240,7.211985815
TX,2021,24014,170708,562,7473,461,5679,63252,85870,0,219,2123,5597,153,31,44,37295,5083,92,6836,1138,2191,1935,1808,4740,81693,1080,0,714,7403,17246,898,4.700921986
TX,2022,24078,179231,561,7486,418,5665,58645,85347,0,233,3259,6512,181,33,60,43022,4390,99,7658,1022,2359,1647,1735,4634,86449,1050,0,569,7669,17449,882,3.469301691
UT,2014,1513,40878,88,1144,918,3670,8134,14653,4259,31,754,1158,0,0,0,18088,6093,4,424,44,1318,193,243,438,9951,1017,3,78,3036,1102,821,5.238461538
UT,2015,1751,40645,70,1185,821,3565,9128,15443,3341,35,737,1095,1,0,0,17980,4701,14,463,34,1456,195,252,443,10178,1098,98,43,2932,1164,816,4.541420118
UT,2016,1667,37931,80,1062,531,3186,9200,16415,3154,21,726,978,5,0,0,15694,4357,4,495,50,1449,195,285,415,9663,1084,12,40,2881,946,701,3.159171598
UT,2017,1754,41019,69,1040,462,2643,8593,19719,3047,32,842,1053,4,1,0,14831,4237,2,549,60,1581,376,264,448,8946,1306,12,43,2806,963,745,4.364742131
UT,2018,1762,39220,62,954,323,2408,7565,20423,2983,38,749,1071,2,1,0,13714,4011,8,554,40,1562,388,328,438,8780,1049,8,89,3022,953,747,3.935749395
UT,2019,1967,35071,89,914,239,2539,8442,17465,3086,48,664,923,3,38,0,13241,3677,7,418,61,1809,211,364,360,9035,1001,12,54,3046,971,772,3.556596107
UT,2020,2086,27291,76,918,282,2167,8849,13468,1748,36,531,776,1,25,1,11000,2917,18,480,63,1879,71,326,363,8439,1226,1,36,3011,904,543,7.404353547
UT,2021,2168,29690,97,841,288,2259,8821,14930,0,25,472,764,0,12,0,10115,2656,6,432,60,1625,56,391,347,9407,1044,0,13,3243,930,490,5.784950273
UT,2022,2191,31702,88,844,216,1903,8879,14754,0,18,398,807,2,1,0,10945,3171,12,412,68,2193,34,375,355,9658,892,0,14,3205,1069,461,4.021919252
VT,2014,416,4026,15,223,0,711,2404,713,1,48,39,225,0,0,0,1291,112,0,32,12,207,14,43,26,1363,114,0,0,280,20,34,3.653846154
VT,2015,444,4106,10,216,0,783,2303,713,1,65,39,215,0,0,0,1356,125,0,35,7,179,4,46,42,1346,103,0,0,310,20,27,3.519526627
VT,2016,428,4323,12,247,0,821,2365,859,1,71,36,194,0,0,0,1340,106,0,29,5,189,10,54,34,1314,114,0,0,321,24,36,4.032771962
VT,2017,570,5030,18,291,0,875,2694,1203,0,51,64,277,0,0,0,1409,130,3,33,13,195,4,79,40,1438,103,0,0,393,31,45,3.181772347
VT,2018,537,5058,20,220,0,856,2634,887,0,58,58,323,0,1,0,1350,87,2,56,13,205,1,89,40,1507,95,0,0,322,38,42,2.937059411
VT,2019,686,5262,14,252,0,933,2698,917,0,58,50,316,0,1,0,1620,63,10,75,10,221,3,95,53,1691,96,0,0,429,40,35,2.572081493
VT,2020,642,3764,29,204,0,641,1954,757,0,37,41,183,0,0,0,1011,52,3,63,11,211,1,72,38,1480,80,0,0,350,22,35,4.674775499
VT,2021,704,2676,25,195,0,466,1459,781,0,36,35,146,0,0,0,940,36,3,83,9,163,5,80,35,1464,83,0,0,502,29,28,2.905751961
VT,2022,728,4066,15,210,0,427,2254,704,0,36,52,172,0,0,0,1347,46,6,103,11,15,1,90,56,1541,85,0,0,354,29,40,2.346596305
VA,2014,4655,104633,216,3534,1131,4196,24101,37047,26439,1630,1908,5873,53,0,0,31247,7726,17,826,280,2304,932,494,1600,34634,890,0,223,4019,3288,859,4.0
VA,2015,4644,100267,189,3213,987,3293,22176,36162,23033,1489,1865,5479,25,0,0,31052,5713,19,871,307,2051,1016,496,1551,34188,864,0,222,4114,3478,709,3.569230769
VA,2016,4932,93797,153,3071,768,2999,20341,39105,20358,1430,1966,5343,20,0,0,27097,5310,16,1034,368,1822,909,496,1790,33037,948,0,157,4239,3655,718,5.244105599
VA,2017,4749,95746,201,2809,769,3076,20920,44562,20444,1444,1781,5156,22,0,0,24569,5147,14,1104,325,1776,633,439,1647,31771,1057,0,184,3930,4242,624,3.019936277
VA,2018,4718,96361,201,2367,623,2934,21481,46689,19967,1291,1578,4972,11,0,0,23690,4596,34,1215,348,1612,396,522,1420,30956,1102,0,57,3593,4142,573,2.524610483
VA,2019,4811,97585,168,2127,529,2858,21114,44343,20005,1172,1503,4909,102,8,0,23834,4458,27,1039,302,1439,515,543,1348,30066,947,0,35,3252,4221,588,2.132662345
VA,2020,5014,74091,148,1830,390,2015,17042,28148,12899,814,1045,3805,10,8,1,18194,1612,39,1095,345,1073,265,471,1061,27560,828,0,64,3323,4667,497,5.440974027
VA,2021,4957,85037,167,1637,244,2409,16907,15142,0,642,837,3853,12,11,0,15143,1158,55,1046,387,1124,253,503,977,27754,752,0,8,3251,4544,575,3.833921079
VA,2022,5074,84921,155,1720,178,5552,17328,13398,0,680,1020,4371,12,26,0,17600,1679,49,1172,341,1042,222,483,1170,28006,885,0,17,3162,5076,572,2.717993929
WA,2014,5252,55000,211,5029,12,3304,27004,11016,12,66,1019,1000,0,0,0,29608,3970,11,1261,141,500,547,490,1874,26446,3465,0,146,5154,1750,680,5.138461538
WA,2015,5411,65998,197,4945,6,3151,24849,11163,102,58,865,960,4,0,0,27644,3449,5,1444,159,464,434,514,1839,26679,3188,544,112,5306,1813,640,4.426035503
WA,2016,5815,62192,168,5132,3,2626,23504,11427,46,64,903,1040,0,0,0,24729,2648,9,1618,119,337,530,508,1726,25802,3567,154,107,5349,1797,657,6.129085116
WA,2017,5942,58965,172,4778,0,2502,25697,12060,114,53,887,1075,1,3,1,21548,2293,8,1638,156,424,613,539,1911,25565,3525,27,131,5266,1807,527,3.694828612
WA,2018,6402,62978,189,4612,14,2662,28672,11897,88,62,755,1294,7,16,3,21005,1856,11,1647,162,306,219,590,1888,26627,3555,7,137,5072,1943,549,3.061140662
WA,2019,6211,60861,186,4127,6,2697,26855,12133,90,38,743,1303,3,31,23,20453,1650,8,1296,138,336,400,597,1897,26946,3178,10,173,4835,1983,542,2.781626205
WA,2020,6103,45759,242,4663,8,1933,22380,8145,68,23,483,944,1,15,1,16298,1109,24,1415,199,246,210,542,1738,24126,3128,18,169,5018,1724,499,6.221663554
WA,2021,6058,37848,267,4420,3,1572,21003,2049,0,17,308,686,3,22,0,12458,528,16,1187,178,167,136,518,1489,23044,2979,0,148,4659,1591,433,4.063204889
WA,2022,6473,38636,260,4529,0,2008,22179,1365,0,27,315,682,5,17,0,15362,564,32,1380,206,181,101,561,1742,23614,4317,0,277,4888,1825,351,2.927938838
WV,2014,1737,13978,28,825,5,746,5269,6428,1451,164,330,625,8,0,0,6802,1316,1,224,60,87,82,99,169,5564,330,0,31,721,349,140,5.953846154
WV,2015,1780,14127,46,863,16,793,5487,7005,1187,170,362,692,2,0,0,6786,1074,0,241,45,132,66,95,174,5815,405,0,27,868,488,135,5.473372781
WV,2016,1888,14922,43,938,10,750,5451,7169,776,113,385,628,3,0,0,6002,747,1,284,51,164,98,110,190,5586,422,0,31,703,525,117,3.95389167
WV,2017,1813,13888,41,845,9,853,5029,8213,989,96,296,500,0,0,0,4656,947,1,306,53,171,121,88,140,4963,492,0,28,699,439,75,4.688008123
WV,2018,1388,12131,29,605,9,919,4236,7517,867,61,264,320,3,0,0,4091,651,0,235,44,138,77,69,78,3681,400,0,24,614,431,79,4.445231394
WV,2019,1328,10707,32,553,6,760,3621,7043,820,47,209,294,1,11,0,3902,479,1,228,53,168,40,69,77,3874,339,0,17,488,426,45,4.249633184
WV,2020,1281,9695,43,644,3,565,2994,6976,312,21,184,243,0,14,0,3312,326,9,232,69,142,17,109,97,4086,331,0,9,514,532,56,8.12689486
WV,2021,1246,11450,55,620,1,643,2884,7630,0,16,129,196,0,9,0,3276,429,4,217,43,188,42,99,46,3849,382,0,21,457,439,61,5.432838066
WV,2022,1027,10291,28,487,11,553,2206,5670,0,22,107,180,0,6,1,2896,220,6,111,42,78,81,62,47,3440,210,0,24,373,337,52,4.271756774
WI,2014,5085,88859,144,3206,2856,39246,24689,25133,0,260,1001,3110,100,0,0,32923,17682,58,1175,181,2710,675,709,1693,16062,1540,0,1611,7124,4006,2264,6.515384615
WI,2015,5071,87217,135,2857,2235,36413,24816,25395,0,286,979,2928,54,0,0,27707,14424,55,1188,184,2566,402,704,1616,15659,1610,1,1107,6536,4054,2084,6.578106509
WI,2016,5023,86090,136,2821,2177,34164,25085,28740,2,292,1055,2702,47,0,0,27753,12831,39,1318,243,2305,441,793,1592,16276,1578,0,832,6580,3731,1997,5.247701411
WI,2017,5474,81426,194,2644,1784,32945,23811,31106,0,328,997,2663,32,19,1,25492,12315,57,1369,177,2495,453,933,1437,17424,1484,0,798,6306,3690,1874,5.279160394
WI,2018,5687,79575,136,2112,1433,31615,24827,31369,0,376,927,2247,21,18,1,22612,10818,37,1461,160,2143,471,923,1190,16525,1131,0,534,5624,3704,1617,5.17532003
WI,2019,5835,75320,132,1807,1356,29898,24911,27087,0,359,950,2134,9,76,40,21577,10172,48,1363,169,1990,366,880,1133,16462,1043,0,380,5582,3437,1414,4.951947695
WI,2020,5809,55659,138,1801,1011,23739,20850,22767,0,312,620,1666,4,21,24,16697,6056,64,1297,206,1681,155,761,979,14566,1050,0,433,5119,3532,1052,8.019380592
WI,2021,5394,49605,125,1358,877,22237,18552,21016,0,280,427,1419,2,15,4,12933,5540,53,1248,194,1500,235,911,756,15223,1163,0,251,4672,3411,971,5.332260046
WI,2022,5134,54718,105,1363,1037,22697,20132,23840,0,326,591,1534,1,5,3,15030,5748,59,1462,191,1692,204,871,711,15999,1016,0,271,4699,3964,931,4.025558465
WY,2014,404,9072,44,233,223,1014,3847,3503,2586,13,48,171,1,0,0,2609,2151,2,96,21,320,56,42,24,2734,66,13,63,572,92,136,5.407692308
WY,2015,514,8978,61,251,196,1058,3460,3959,2472,10,57,170,1,0,0,2383,2101,6,99,12,392,40,37,36,2239,54,258,67,531,82,146,4.500591716
WY,2017,556,8537,39,219,90,851,3402,4665,2942,18,50,158,0,1,0,2002,2020,0,136,10,398,48,45,29,2072,94,6,36,498,81,110,3.311837821
WY,2018,547,8211,19,243,86,835,3446,4885,3073,6,36,128,0,0,0,1822,1735,4,129,12,434,53,26,21,1926,83,17,166,425,52,112,3.000910602
WY,2019,367,7293,27,230,177,812,3220,4650,2324,1,29,112,1,0,0,1566,1802,3,104,7,348,19,39,23,2101,55,13,168,467,66,102,3.1539162
WY,2020,435,5575,19,221,108,880,3034,3728,1415,3,22,99,0,12,3,1695,1650,2,156,8,307,3,43,18,2046,52,5,84,556,66,78,6.142608938
WY,2021,279,3839,13,119,79,833,2187,2513,0,0,12,36,0,0,1,764,932,2,111,13,93,4,38,12,1494,10,0,4,311,41,28,4.018662226
WY,2022,232,4401,6,93,84,964,2215,2271,0,6,3,28,0,1,2,861,1005,0,88,5,87,5,33,8,1540,11,0,5,294,54,22,3.016820171
